,position,team,lat,lon,dtf,dif,dist_mg,last_report,status,finish_time,datetime
1251,4,Visit Seattle,55.42272,-7.158939999999999,1017.94,1017.94,25,22 July 2018 22.00 (UTC),racing,,2018-07-22 22:00:00
1252,1,Visit Seattle,55.4699,-7.2286600000000005,1014.42,1014.42,28,22 July 2018 23.00 (UTC),racing,,2018-07-22 23:00:00
1253,1,Visit Seattle,55.540530000000004,-7.38225,1007.55,1007.55,28,23 July 2018 00.00 (UTC),racing,,2018-07-23 00:00:00
1254,2,Visit Seattle,55.57343,-7.599539999999999,1001.34,1001.34,30,23 July 2018 01.00 (UTC),racing,,2018-07-23 01:00:00
1255,2,Visit Seattle,55.614230000000006,-7.80272,996.66,996.66,37,23 July 2018 02.00 (UTC),racing,,2018-07-23 02:00:00
1256,5,Visit Seattle,55.68861,-7.967160000000001,995.96,995.96,44,23 July 2018 03.00 (UTC),racing,,2018-07-23 03:00:00
1257,3,Visit Seattle,55.60819,-8.077119999999999,989.87,989.87,45,23 July 2018 04.00 (UTC),racing,,2018-07-23 04:00:00
1258,2,Visit Seattle,55.500080000000004,-8.1859,982.46,982.46,43,23 July 2018 05.00 (UTC),racing,,2018-07-23 05:00:00
1259,1,Visit Seattle,55.395990000000005,-8.28693,975.67,975.67,44,23 July 2018 06.00 (UTC),racing,,2018-07-23 06:00:00
1260,1,Visit Seattle,55.28715,-8.36139,969.68,969.68,45,23 July 2018 07.00 (UTC),racing,,2018-07-23 07:00:00
1261,1,Visit Seattle,55.17139,-8.41423,964.27,964.27,45,23 July 2018 08.00 (UTC),racing,,2018-07-23 08:00:00
1262,5,Visit Seattle,55.17678000000001,-8.54288,960.79,960.79,48,23 July 2018 09.00 (UTC),racing,,2018-07-23 09:00:00
1263,3,Visit Seattle,55.07366,-8.60732,955.53,955.53,50,23 July 2018 10.00 (UTC),racing,,2018-07-23 10:00:00
1264,5,Visit Seattle,55.06726,-8.711780000000001,952.31,952.31,48,23 July 2018 11.00 (UTC),racing,,2018-07-23 11:00:00
1265,5,Visit Seattle,54.96743000000001,-8.75451,947.9,947.9,50,23 July 2018 12.00 (UTC),racing,,2018-07-23 12:00:00
1266,5,Visit Seattle,54.85926,-8.81258,943.06,943.06,57,23 July 2018 13.00 (UTC),racing,,2018-07-23 13:00:00
1267,4,Visit Seattle,54.77235,-8.94472,936.71,936.71,58,23 July 2018 14.00 (UTC),racing,,2018-07-23 14:00:00
1268,4,Visit Seattle,54.672909999999995,-9.06462,930.61,930.61,58,23 July 2018 15.00 (UTC),racing,,2018-07-23 15:00:00
1269,4,Visit Seattle,54.55678,-9.164589999999999,925.21,925.21,58,23 July 2018 16.00 (UTC),racing,,2018-07-23 16:00:00
1270,4,Visit Seattle,54.45524,-9.28069,920.04,920.04,59,23 July 2018 17.00 (UTC),racing,,2018-07-23 17:00:00
1271,4,Visit Seattle,54.3798,-9.39156,915.74,915.74,58,23 July 2018 18.00 (UTC),racing,,2018-07-23 18:00:00
1272,5,Visit Seattle,54.4281,-9.54301,910.75,910.75,56,23 July 2018 19.00 (UTC),racing,,2018-07-23 19:00:00
1273,7,Visit Seattle,54.37896,-9.68693,905.44,905.44,56,23 July 2018 20.00 (UTC),racing,,2018-07-23 20:00:00
1274,8,Visit Seattle,54.42142,-9.772160000000001,902.79,902.79,53,23 July 2018 21.00 (UTC),racing,,2018-07-23 21:00:00
1275,8,Visit Seattle,54.40087,-9.8695,899.23,899.23,51,23 July 2018 22.00 (UTC),racing,,2018-07-23 22:00:00
1276,7,Visit Seattle,54.41625,-10.00427,894.78,894.78,49,23 July 2018 23.00 (UTC),racing,,2018-07-23 23:00:00
1277,9,Visit Seattle,54.391490000000005,-10.11534,890.67,890.67,46,24 July 2018 00.00 (UTC),racing,,2018-07-24 00:00:00
1278,9,Visit Seattle,54.41386,-10.2675,885.96,885.96,44,24 July 2018 01.00 (UTC),racing,,2018-07-24 01:00:00
1279,8,Visit Seattle,54.42278,-10.45255,880.95,880.95,45,24 July 2018 02.00 (UTC),racing,,2018-07-24 02:00:00
1280,9,Visit Seattle,54.35544,-10.554210000000001,875.59,875.59,44,24 July 2018 03.00 (UTC),racing,,2018-07-24 03:00:00
1281,9,Visit Seattle,54.23079,-10.54723,868.29,868.29,41,24 July 2018 04.00 (UTC),racing,,2018-07-24 04:00:00
1282,9,Visit Seattle,54.112730000000006,-10.50963,861.74,861.74,38,24 July 2018 05.00 (UTC),racing,,2018-07-24 05:00:00
1283,9,Visit Seattle,53.98939,-10.48137,854.88,854.88,36,24 July 2018 06.00 (UTC),racing,,2018-07-24 06:00:00
1284,9,Visit Seattle,53.86459,-10.49738,847.54,847.54,42,24 July 2018 07.00 (UTC),racing,,2018-07-24 07:00:00
1285,9,Visit Seattle,53.76879,-10.516910000000001,841.85,841.85,44,24 July 2018 08.00 (UTC),racing,,2018-07-24 08:00:00
1286,9,Visit Seattle,53.66242,-10.49376,836.05,836.05,48,24 July 2018 09.00 (UTC),racing,,2018-07-24 09:00:00
1287,9,Visit Seattle,53.53099,-10.46015,829.06,829.06,53,24 July 2018 10.00 (UTC),racing,,2018-07-24 10:00:00
1288,9,Visit Seattle,53.40085,-10.50108,821.27,821.27,61,24 July 2018 11.00 (UTC),racing,,2018-07-24 11:00:00
1289,9,Visit Seattle,53.28781,-10.50188,815.04,815.04,68,24 July 2018 12.00 (UTC),racing,,2018-07-24 12:00:00
1290,8,Visit Seattle,53.18054,-10.58185,807.99,807.99,70,24 July 2018 13.00 (UTC),racing,,2018-07-24 13:00:00
1291,8,Visit Seattle,53.06305,-10.63465,800.79,800.79,70,24 July 2018 14.00 (UTC),racing,,2018-07-24 14:00:00
1292,8,Visit Seattle,52.9493,-10.61191,795.08,795.08,69,24 July 2018 15.00 (UTC),racing,,2018-07-24 15:00:00
1293,7,Visit Seattle,52.828669999999995,-10.571530000000001,789.66,789.66,69,24 July 2018 16.00 (UTC),racing,,2018-07-24 16:00:00
1294,8,Visit Seattle,52.69175,-10.561580000000001,783.3,783.3,70,24 July 2018 17.00 (UTC),racing,,2018-07-24 17:00:00
1295,5,Visit Seattle,52.560019999999994,-10.54763,765.5,765.5,72,24 July 2018 18.00 (UTC),racing,,2018-07-24 18:00:00
1296,6,Visit Seattle,52.430519999999994,-10.54118,757.74,757.74,73,24 July 2018 19.00 (UTC),racing,,2018-07-24 19:00:00
1297,3,Visit Seattle,52.299609999999994,-10.57352,750.57,750.57,73,24 July 2018 20.00 (UTC),racing,,2018-07-24 20:00:00
1298,6,Visit Seattle,52.1877,-10.582089999999999,742.7,742.7,72,24 July 2018 21.00 (UTC),racing,,2018-07-24 21:00:00
1299,5,Visit Seattle,52.16833,-10.78805,740.79,740.79,67,24 July 2018 22.00 (UTC),racing,,2018-07-24 22:00:00
1300,5,Visit Seattle,52.1389,-10.99509,738.7,738.7,64,24 July 2018 23.00 (UTC),racing,,2018-07-24 23:00:00
1301,5,Visit Seattle,52.10207,-11.18398,736.6,736.6,61,25 July 2018 00.00 (UTC),racing,,2018-07-25 00:00:00
1302,5,Visit Seattle,52.01771,-11.16518,731.51,731.51,59,25 July 2018 01.00 (UTC),racing,,2018-07-25 01:00:00
1303,5,Visit Seattle,51.91243,-11.042860000000001,725.1,725.1,57,25 July 2018 02.00 (UTC),racing,,2018-07-25 02:00:00
1304,5,Visit Seattle,51.80237,-10.93367,718.57,718.57,55,25 July 2018 03.00 (UTC),racing,,2018-07-25 03:00:00
1305,6,Visit Seattle,51.69407,-10.8215,712.32,712.32,52,25 July 2018 04.00 (UTC),racing,,2018-07-25 04:00:00
1306,6,Visit Seattle,51.57782,-10.71818,705.77,705.77,51,25 July 2018 05.00 (UTC),racing,,2018-07-25 05:00:00
1307,6,Visit Seattle,51.45993,-10.61478,699.36,699.36,50,25 July 2018 06.00 (UTC),racing,,2018-07-25 06:00:00
1308,5,Visit Seattle,51.34922,-10.50554,693.7,693.7,50,25 July 2018 07.00 (UTC),racing,,2018-07-25 07:00:00
1309,6,Visit Seattle,51.24426,-10.38835,688.82,688.82,57,25 July 2018 08.00 (UTC),racing,,2018-07-25 08:00:00
1310,5,Visit Seattle,51.160470000000004,-10.40404,477.91,477.91,62,25 July 2018 09.00 (UTC),racing,,2018-07-25 09:00:00
1311,5,Visit Seattle,51.08157,-10.55066,471.77,471.77,65,25 July 2018 10.00 (UTC),racing,,2018-07-25 10:00:00
1312,6,Visit Seattle,51.01051,-10.70588,466.27,466.27,62,25 July 2018 11.00 (UTC),racing,,2018-07-25 11:00:00
1313,10,Visit Seattle,50.93994,-10.84,407.18,407.18,58,25 July 2018 12.00 (UTC),racing,,2018-07-25 12:00:00
1314,3,Visit Seattle,50.858509999999995,-10.96907,455.59,455.59,56,25 July 2018 13.00 (UTC),racing,,2018-07-25 13:00:00
1315,5,Visit Seattle,50.76848,-11.1079,451.88,451.88,56,25 July 2018 14.00 (UTC),racing,,2018-07-25 14:00:00
1316,7,Visit Seattle,50.69383,-11.16767,449.39,449.39,55,25 July 2018 15.00 (UTC),racing,,2018-07-25 15:00:00
1317,6,Visit Seattle,50.625170000000004,-11.02309,442.78,442.78,52,25 July 2018 16.00 (UTC),racing,,2018-07-25 16:00:00
1318,8,Visit Seattle,50.54339,-11.10332,442.09,442.09,53,25 July 2018 17.00 (UTC),racing,,2018-07-25 17:00:00
1319,7,Visit Seattle,50.46046,-11.23058,432.08,432.08,56,25 July 2018 18.00 (UTC),racing,,2018-07-25 18:00:00
1320,7,Visit Seattle,50.37303,-11.34801,428.67,428.67,59,25 July 2018 19.00 (UTC),racing,,2018-07-25 19:00:00
1321,9,Visit Seattle,50.28437,-11.46908,426.72,426.72,59,25 July 2018 20.00 (UTC),racing,,2018-07-25 20:00:00
1322,8,Visit Seattle,50.2107,-11.399939999999999,421.65,421.65,54,25 July 2018 21.00 (UTC),racing,,2018-07-25 21:00:00
1323,7,Visit Seattle,50.150290000000005,-11.22567,414.68,414.68,49,25 July 2018 22.00 (UTC),racing,,2018-07-25 22:00:00
1324,7,Visit Seattle,50.094559999999994,-11.05898,409.25,409.25,45,25 July 2018 23.00 (UTC),racing,,2018-07-25 23:00:00
1325,7,Visit Seattle,50.016490000000005,-11.05763,404.63,404.63,45,26 July 2018 00.00 (UTC),racing,,2018-07-26 00:00:00
1326,6,Visit Seattle,49.996829999999996,-10.78547,391.14,391.14,44,26 July 2018 01.00 (UTC),racing,,2018-07-26 01:00:00
1327,7,Visit Seattle,50.00237,-10.48201,379.44,379.44,42,26 July 2018 02.00 (UTC),racing,,2018-07-26 02:00:00
1328,7,Visit Seattle,49.998999999999995,-10.175139999999999,367.6,367.6,48,26 July 2018 03.00 (UTC),racing,,2018-07-26 03:00:00
1329,7,Visit Seattle,49.997679999999995,-9.86931,355.81,355.81,59,26 July 2018 04.00 (UTC),racing,,2018-07-26 04:00:00
1330,6,Visit Seattle,50.00135,-9.56591,344.13,344.13,71,26 July 2018 05.00 (UTC),racing,,2018-07-26 05:00:00
1331,7,Visit Seattle,49.99862,-9.2607,332.37,332.37,86,26 July 2018 06.00 (UTC),racing,,2018-07-26 06:00:00
1332,7,Visit Seattle,50.0002,-8.97903,321.54,321.54,94,26 July 2018 07.00 (UTC),racing,,2018-07-26 07:00:00
1333,7,Visit Seattle,49.998490000000004,-8.69083,310.47,310.47,98,26 July 2018 08.00 (UTC),racing,,2018-07-26 08:00:00
1334,7,Visit Seattle,49.9962,-8.41216,299.81,299.81,102,26 July 2018 09.00 (UTC),racing,,2018-07-26 09:00:00
1335,7,Visit Seattle,49.99715,-8.13413,289.47,289.47,112,26 July 2018 10.00 (UTC),racing,,2018-07-26 10:00:00
1336,6,Visit Seattle,50.08249,-7.912389999999999,272.73,272.73,110,26 July 2018 11.00 (UTC),racing,,2018-07-26 11:00:00
1337,6,Visit Seattle,50.25127,-7.730410000000001,260.44,260.44,106,26 July 2018 12.00 (UTC),racing,,2018-07-26 12:00:00
1338,6,Visit Seattle,50.42556,-7.558889999999999,248.09,248.09,103,26 July 2018 13.00 (UTC),racing,,2018-07-26 13:00:00
1339,6,Visit Seattle,50.602779999999996,-7.385960000000001,235.58,235.58,101,26 July 2018 14.00 (UTC),racing,,2018-07-26 14:00:00
1340,7,Visit Seattle,50.777640000000005,-7.213839999999999,223.22,223.22,101,26 July 2018 15.00 (UTC),racing,,2018-07-26 15:00:00
1341,6,Visit Seattle,50.94921,-7.04117,211.03,211.03,102,26 July 2018 16.00 (UTC),racing,,2018-07-26 16:00:00
1342,7,Visit Seattle,51.11612,-6.8736,199.18,199.18,104,26 July 2018 17.00 (UTC),racing,,2018-07-26 17:00:00
1343,7,Visit Seattle,51.28667,-6.70345,187.12,187.12,108,26 July 2018 18.00 (UTC),racing,,2018-07-26 18:00:00
1344,7,Visit Seattle,51.45645,-6.531280000000001,175.07,175.07,113,26 July 2018 19.00 (UTC),racing,,2018-07-26 19:00:00
1345,7,Visit Seattle,51.62717,-6.3573900000000005,162.96,162.96,118,26 July 2018 20.00 (UTC),racing,,2018-07-26 20:00:00
1346,9,Visit Seattle,51.62717,-6.3573900000000005,162.96,162.96,109,26 July 2018 20.00 (UTC),racing,,2018-07-26 20:00:00
1347,7,Visit Seattle,51.972409999999996,-5.99297,138.59,138.59,122,26 July 2018 22.00 (UTC),racing,,2018-07-26 22:00:00
1348,7,Visit Seattle,52.13602,-5.83898,125.58,125.58,121,26 July 2018 23.00 (UTC),racing,,2018-07-26 23:00:00
1349,7,Visit Seattle,52.29023,-5.72168,115.48,115.48,118,27 July 2018 00.00 (UTC),racing,,2018-07-27 00:00:00
1350,7,Visit Seattle,52.40789,-5.596,107.44,107.44,114,27 July 2018 01.00 (UTC),racing,,2018-07-27 01:00:00
1351,7,Visit Seattle,52.5023,-5.50943,101.17,101.17,109,27 July 2018 02.00 (UTC),racing,,2018-07-27 02:00:00
1352,6,Visit Seattle,52.60544,-5.46136,94.74,94.74,103,27 July 2018 03.00 (UTC),racing,,2018-07-27 03:00:00
1353,5,Visit Seattle,52.728530000000006,-5.40032,87.05,87.05,98,27 July 2018 04.00 (UTC),racing,,2018-07-27 04:00:00
1354,5,Visit Seattle,52.87515,-5.33536,77.95,77.95,95,27 July 2018 05.00 (UTC),racing,,2018-07-27 05:00:00
1355,5,Visit Seattle,53.034169999999996,-5.26274,68.06,68.06,93,27 July 2018 06.00 (UTC),racing,,2018-07-27 06:00:00
1356,5,Visit Seattle,53.21321999999999,-5.188,57.0,57.0,80,27 July 2018 07.00 (UTC),racing,,2018-07-27 07:00:00
1357,5,Visit Seattle,53.42313000000001,-5.10109,44.04,44.04,92,27 July 2018 08.00 (UTC),racing,,2018-07-27 08:00:00
1358,5,Visit Seattle,53.6221,-5.0189900000000005,31.86,31.86,93,27 July 2018 09.00 (UTC),racing,,2018-07-27 09:00:00
1359,5,Visit Seattle,53.671440000000004,-4.78214,18.92,18.92,89,27 July 2018 10.00 (UTC),racing,,2018-07-27 10:00:00
