,position,team,lat,lon,dtf,dist_mg,status,datetime,race
100,2,PSP Logistics,44.2371,-178.4655,2390.45,106,racing,4/10/18 3:00,pacific
101,3,Qingdao,43.4609,-177.5986,2390.76,123,racing,4/10/18 3:00,pacific
102,4,Unicef,43.1254,-178.1064,2420.2,118,racing,4/10/18 3:00,pacific
103,5,Dare To Lead,43.4062,-178.5435,2420.94,115,racing,4/10/18 3:00,pacific
104,6,Hotelplanner.com,43.9295,-179.6363,2444.06,115,racing,4/10/18 3:00,pacific
105,7,Nasdaq,43.8122,179.7728,2470.32,120,racing,4/10/18 3:00,pacific
106,8,Garmin,43.5121,179.8724,2474.19,100,racing,4/10/18 3:00,pacific
107,9,Visit Seattle,44.8412,178.1299,2525.16,107,racing,4/10/18 3:00,pacific
108,10,Liverpool 2018,43.5936,178.1142,2542.04,97,racing,4/10/18 3:00,pacific
109,11,GREAT Britain,44.4708,175.4489,2641.31,110,racing,4/10/18 3:00,pacific
110,1,Sanya Serenity Coast,44.5158,-177.2062,2334.68,126,racing,4/10/18 4:00,pacific
111,2,Qingdao,43.5414,-177.3475,2380.57,124,racing,4/10/18 4:00,pacific
112,3,PSP Logistics,44.1077,-178.2846,2387.03,100,racing,4/10/18 4:00,pacific
113,4,Dare To Lead,43.4632,-178.314,2411.28,116,racing,4/10/18 4:00,pacific
114,5,Unicef,43.1811,-177.876,2411.45,118,racing,4/10/18 4:00,pacific
115,6,Hotelplanner.com,44.0187,-179.4037,2432.72,109,racing,4/10/18 4:00,pacific
116,7,Nasdaq,43.9085,-179.9985,2458.96,121,racing,4/10/18 4:00,pacific
117,8,Garmin,43.58,-179.8969,2463.42,102,racing,4/10/18 4:00,pacific
118,9,Visit Seattle,44.7619,178.3356,2516.83,106,racing,4/10/18 4:00,pacific
119,10,Liverpool 2018,43.5712,178.2939,2535.22,95,racing,4/10/18 4:00,pacific
120,11,GREAT Britain,44.3953,175.6197,2634.73,112,racing,4/10/18 4:00,pacific
121,1,Sanya Serenity Coast,44.5654,-176.9697,2324.48,127,racing,4/10/18 5:00,pacific
122,2,Qingdao,43.6389,-177.1148,2370.3,125,racing,4/10/18 5:00,pacific
123,3,PSP Logistics,43.9845,-178.0994,2384.21,96,racing,4/10/18 5:00,pacific
124,4,Unicef,43.2445,-177.6577,2402.89,118,racing,4/10/18 5:00,pacific
125,5,Dare To Lead,43.4294,-178.1139,2406.57,114,racing,4/10/18 5:00,pacific
126,6,Hotelplanner.com,44.0979,-179.172,2421.66,106,racing,4/10/18 5:00,pacific
127,7,Nasdaq,43.9909,-179.7738,2448.11,121,racing,4/10/18 5:00,pacific
128,8,Garmin,43.6576,-179.6734,2452.66,108,racing,4/10/18 5:00,pacific
129,9,Visit Seattle,44.7952,178.5294,2508.44,104,racing,4/10/18 5:00,pacific
130,10,Liverpool 2018,43.4638,178.4539,2531.2,90,racing,4/10/18 5:00,pacific
131,11,GREAT Britain,44.35,175.7961,2627.68,108,racing,4/10/18 5:00,pacific
132,1,Sanya Serenity Coast,44.6257,-176.7091,2313.27,128,racing,4/10/18 6:00,pacific
133,2,Qingdao,43.7491,-176.8846,2359.75,127,racing,4/10/18 6:00,pacific
134,3,PSP Logistics,43.8502,-177.9322,2383.41,93,racing,4/10/18 6:00,pacific
135,4,Unicef,43.3073,-177.4513,2394.88,117,racing,4/10/18 6:00,pacific
136,5,Dare To Lead,43.2916,-177.9859,2409.12,107,racing,4/10/18 6:00,pacific
137,6,Hotelplanner.com,44.1503,-178.9848,2413.01,102,racing,4/10/18 6:00,pacific
138,7,Nasdaq,44.0742,-179.5446,2437.08,121,racing,4/10/18 6:00,pacific
139,8,Garmin,43.7271,-179.4667,2442.79,108,racing,4/10/18 6:00,pacific
140,9,Visit Seattle,44.8302,178.715,2500.39,101,racing,4/10/18 6:00,pacific
141,10,Liverpool 2018,43.3639,178.5547,2529.6,84,racing,4/10/18 6:00,pacific
142,11,GREAT Britain,44.3155,175.9802,2620.22,105,racing,4/10/18 6:00,pacific
143,1,Sanya Serenity Coast,44.6811,-176.435,2302.27,128,racing,4/10/18 7:00,pacific
144,2,Qingdao,43.8481,-176.6504,2350.17,127,racing,4/10/18 7:00,pacific
145,3,PSP Logistics,43.7219,-177.7834,2383.96,91,racing,4/10/18 7:00,pacific
146,4,Unicef,43.3725,-177.2164,2386.43,118,racing,4/10/18 7:00,pacific
147,5,Dare To Lead,43.2456,-177.8359,2407.29,103,racing,4/10/18 7:00,pacific
148,6,Hotelplanner.com,44.0706,-178.8329,2409.01,100,racing,4/10/18 7:00,pacific
149,7,Nasdaq,44.1653,-179.3204,2426.1,121,racing,4/10/18 7:00,pacific
150,8,Garmin,43.7991,-179.2665,2433.11,108,racing,4/10/18 7:00,pacific
151,9,Visit Seattle,44.863,178.8901,2492.81,98,racing,4/10/18 7:00,pacific
152,10,Liverpool 2018,43.3781,178.6149,2526.86,78,racing,4/10/18 7:00,pacific
153,11,GREAT Britain,44.2809,176.1514,2613.34,101,racing,4/10/18 7:00,pacific
154,1,Sanya Serenity Coast,44.7537,-176.2151,2293.03,126,racing,4/10/18 8:00,pacific
155,2,Qingdao,43.9172,-176.4219,2343.08,126,racing,4/10/18 8:00,pacific
156,3,Unicef,43.4123,-177.0071,2380.29,116,racing,4/10/18 8:00,pacific
157,4,PSP Logistics,43.5817,-177.6551,2386.52,92,racing,4/10/18 8:00,pacific
158,5,Dare To Lead,43.2752,-177.6917,2402.19,101,racing,4/10/18 8:00,pacific
159,6,Hotelplanner.com,43.9542,-178.6823,2406.49,98,racing,4/10/18 8:00,pacific
160,7,Nasdaq,44.2675,-179.118,2415.83,120,racing,4/10/18 8:00,pacific
161,8,Garmin,43.8865,-179.0781,2423.45,108,racing,4/10/18 8:00,pacific
162,9,Visit Seattle,44.8326,179.105,2483.83,97,racing,4/10/18 8:00,pacific
163,10,Liverpool 2018,43.3749,178.6797,2524.38,73,racing,4/10/18 8:00,pacific
164,11,GREAT Britain,44.2563,176.3312,2606.0,98,racing,4/10/18 8:00,pacific
165,1,Sanya Serenity Coast,44.6556,-176.0321,2296.36,118,racing,4/10/18 9:00,pacific
166,2,Qingdao,43.9819,-176.206,2337.36,125,racing,4/10/18 9:00,pacific
167,3,Unicef,43.4725,-176.8342,2374.06,113,racing,4/10/18 9:00,pacific
168,4,PSP Logistics,43.4987,-177.5087,2386.63,95,racing,4/10/18 9:00,pacific
169,5,Dare To Lead,43.3406,-177.55,2395.48,97,racing,4/10/18 9:00,pacific
170,6,Hotelplanner.com,43.8411,-178.5553,2405.35,96,racing,4/10/18 9:00,pacific
171,7,Nasdaq,44.3506,-178.9229,2406.29,119,racing,4/10/18 9:00,pacific
172,8,Garmin,43.8958,-178.9163,2417.03,104,racing,4/10/18 9:00,pacific
173,9,Visit Seattle,44.755,179.3215,2475.07,100,racing,4/10/18 9:00,pacific
174,10,Liverpool 2018,43.3074,178.809,2521.03,73,racing,4/10/18 9:00,pacific
175,11,GREAT Britain,44.2495,176.5096,2598.54,95,racing,4/10/18 9:00,pacific
176,1,Sanya Serenity Coast,44.5385,-175.8666,2272.59,111,racing,4/10/18 10:00,pacific
177,2,Qingdao,44.0634,-176.0077,2331.84,123,racing,4/10/18 10:00,pacific
178,3,Unicef,43.5564,-176.6862,2367.14,110,racing,4/10/18 10:00,pacific
179,4,PSP Logistics,43.4366,-177.3747,2386.52,97,racing,4/10/18 10:00,pacific
180,5,Dare To Lead,43.3412,-177.4334,2392.74,91,racing,4/10/18 10:00,pacific
181,6,Nasdaq,44.2718,-178.7866,2402.38,111,racing,4/10/18 10:00,pacific
182,7,Hotelplanner.com,43.761,-178.4288,2403.6,93,racing,4/10/18 10:00,pacific
183,8,Garmin,43.8153,-178.79,2414.75,98,racing,4/10/18 10:00,pacific
184,9,Visit Seattle,44.7016,179.5002,2467.86,99,racing,4/10/18 10:00,pacific
185,10,Liverpool 2018,43.2426,178.9846,2515.97,72,racing,4/10/18 10:00,pacific
186,11,GREAT Britain,44.2337,176.6811,2591.47,92,racing,4/10/18 10:00,pacific
187,1,Sanya Serenity Coast,44.4275,-175.7043,2266.6,104,racing,4/10/18 11:00,pacific
188,2,Qingdao,44.1466,-175.8109,2273.83,122,racing,4/10/18 11:00,pacific
189,3,Unicef,43.6204,-176.5457,2361.67,106,racing,4/10/18 11:00,pacific
