,index,position,team,lat,lon,dtf,dif,dist_mg,last_report,status,finish_time,datetime
7437,1,2,Sanya Serenity Coast,48.61282,-127.01598999999999,221.84,221.84,47,19 April 2018 05.00 (UTC),racing,,2018-04-19 05:00:00
378,1,2,Sanya Serenity Coast,48.62717,-126.93825,220.55,220.55,42,19 April 2018 06.00 (UTC),racing,,2018-04-19 06:00:00
11391,1,2,Sanya Serenity Coast,48.63259,-126.87261000000001,219.42,219.42,37,19 April 2018 07.00 (UTC),racing,,2018-04-19 07:00:00
13744,1,2,Sanya Serenity Coast,48.63102,-126.8359,218.65,218.65,30,19 April 2018 08.00 (UTC),racing,,2018-04-19 08:00:00
5769,1,2,Sanya Serenity Coast,48.6312,-126.78538,217.85,217.85,25,19 April 2018 09.00 (UTC),racing,,2018-04-19 09:00:00
6223,1,2,Sanya Serenity Coast,48.643390000000004,-126.72073,217.78,217.78,23,19 April 2018 10.00 (UTC),racing,,2018-04-19 10:00:00
13258,1,2,Sanya Serenity Coast,48.659659999999995,-126.66036000000001,218.33,218.33,21,19 April 2018 11.00 (UTC),racing,,2018-04-19 11:00:00
9717,2,3,Sanya Serenity Coast,48.678290000000004,-126.61238999999999,219.31,219.31,21,19 April 2018 12.00 (UTC),racing,,2018-04-19 12:00:00
1674,2,3,Sanya Serenity Coast,48.67243,-126.57266000000001,218.98,218.98,21,19 April 2018 13.00 (UTC),racing,,2018-04-19 13:00:00
14256,1,2,Sanya Serenity Coast,48.65865,-126.52162,196.79,196.79,22,19 April 2018 14.00 (UTC),racing,,2018-04-19 14:00:00
4849,1,2,Sanya Serenity Coast,48.63528,-126.47346,194.56,194.56,23,19 April 2018 15.00 (UTC),racing,,2018-04-19 15:00:00
2754,1,2,Sanya Serenity Coast,48.60767,-126.4201,192.08,192.08,23,19 April 2018 16.00 (UTC),racing,,2018-04-19 16:00:00
9028,1,2,Sanya Serenity Coast,48.59008,-126.35083,189.16,189.16,23,19 April 2018 17.00 (UTC),racing,,2018-04-19 17:00:00
12498,1,2,Sanya Serenity Coast,48.5598,-126.2639,185.37,185.37,24,19 April 2018 18.00 (UTC),racing,,2018-04-19 18:00:00
7073,2,3,Sanya Serenity Coast,48.54384,-126.18328999999999,182.03,182.03,26,19 April 2018 19.00 (UTC),racing,,2018-04-19 19:00:00
10299,2,3,Sanya Serenity Coast,48.5356,-126.1047,178.88,178.88,27,19 April 2018 20.00 (UTC),racing,,2018-04-19 20:00:00
992,2,3,Sanya Serenity Coast,48.511,-125.97806000000001,173.64,173.64,30,19 April 2018 21.00 (UTC),racing,,2018-04-19 21:00:00
6597,1,2,Sanya Serenity Coast,48.48875,-125.8354,167.82,167.82,34,19 April 2018 22.00 (UTC),racing,,2018-04-19 22:00:00
11389,10,11,Sanya Serenity Coast,47.61513,-122.36823999999999,0.0,0.0,0,29 April 2018 21.00 (UTC),,,2018-04-29 21:00:00
11641,10,11,Sanya Serenity Coast,47.6216,-122.39708,0.0,0.0,2,29 April 2018 22.00 (UTC),,,2018-04-29 22:00:00
7455,10,11,Sanya Serenity Coast,47.69636,-122.44058999999999,0.0,0.0,6,29 April 2018 23.00 (UTC),,,2018-04-29 23:00:00
10697,10,11,Sanya Serenity Coast,47.80865,-122.43333,0.0,0.0,12,30 April 2018 00.00 (UTC),,,2018-04-30 00:00:00
642,10,11,Sanya Serenity Coast,47.92889,-122.47501000000001,0.0,0.0,19,30 April 2018 01.00 (UTC),,,2018-04-30 01:00:00
7219,10,11,Sanya Serenity Coast,48.02063,-122.60891000000001,0.0,0.0,26,30 April 2018 02.00 (UTC),,,2018-04-30 02:00:00
12327,10,11,Sanya Serenity Coast,48.14222,-122.67183999999999,0.0,0.0,34,30 April 2018 03.00 (UTC),,,2018-04-30 03:00:00
3713,10,11,Sanya Serenity Coast,48.20593,-122.87391000000001,0.0,0.0,41,30 April 2018 04.00 (UTC),,,2018-04-30 04:00:00
8058,10,11,Sanya Serenity Coast,48.22568,-123.07648,0.0,0.0,47,30 April 2018 05.00 (UTC),,,2018-04-30 05:00:00
15173,10,11,Sanya Serenity Coast,48.24273,-123.27685,0.0,0.0,52,30 April 2018 06.00 (UTC),,,2018-04-30 06:00:00
3914,10,11,Sanya Serenity Coast,48.26285,-123.46501,0.0,0.0,58,30 April 2018 07.00 (UTC),,,2018-04-30 07:00:00
1567,10,11,Sanya Serenity Coast,48.2765,-123.61845,0.0,0.0,64,30 April 2018 08.00 (UTC),,,2018-04-30 08:00:00
9800,10,11,Sanya Serenity Coast,48.29544,-123.78423000000001,0.0,0.0,68,30 April 2018 09.00 (UTC),,,2018-04-30 09:00:00
9328,10,11,Sanya Serenity Coast,48.32515,-123.93534,0.0,0.0,70,30 April 2018 10.00 (UTC),,,2018-04-30 10:00:00
2043,10,11,Sanya Serenity Coast,48.362140000000004,-124.07223,0.0,0.0,73,30 April 2018 11.00 (UTC),,,2018-04-30 11:00:00
5587,10,11,Sanya Serenity Coast,48.39992,-124.21309,0.0,0.0,75,30 April 2018 12.00 (UTC),,,2018-04-30 12:00:00
13965,10,11,Sanya Serenity Coast,48.44916,-124.37913999999999,0.0,0.0,75,30 April 2018 13.00 (UTC),,,2018-04-30 13:00:00
1363,10,11,Sanya Serenity Coast,48.48137,-124.49583,0.0,0.0,75,30 April 2018 14.00 (UTC),,,2018-04-30 14:00:00
10459,10,11,Sanya Serenity Coast,48.51442,-124.64327,0.0,0.0,72,30 April 2018 15.00 (UTC),,,2018-04-30 15:00:00
12596,10,11,Sanya Serenity Coast,48.45224,-124.79573,0.0,0.0,69,30 April 2018 16.00 (UTC),,,2018-04-30 16:00:00
6496,10,11,Sanya Serenity Coast,48.38884,-124.90961000000001,0.0,0.0,65,30 April 2018 17.00 (UTC),,,2018-04-30 17:00:00
3084,10,11,Sanya Serenity Coast,48.32075,-125.00776,3808.58,3808.58,61,30 April 2018 18.00 (UTC),,,2018-04-30 18:00:00
8270,8,9,Sanya Serenity Coast,48.20402,-125.01451999999999,3801.58,3801.58,55,30 April 2018 19.00 (UTC),,,2018-04-30 19:00:00
5253,6,7,Sanya Serenity Coast,48.086859999999994,-125.00643000000001,3794.55,3794.55,50,30 April 2018 20.00 (UTC),,,2018-04-30 20:00:00
14336,1,2,Sanya Serenity Coast,47.96642,-124.95251999999999,3787.34,3787.34,46,30 April 2018 21.00 (UTC),,,2018-04-30 21:00:00
8668,4,5,Sanya Serenity Coast,47.92442,-124.97254,3784.82,3784.82,44,30 April 2018 22.00 (UTC),,,2018-04-30 22:00:00
2637,10,11,Sanya Serenity Coast,47.85201,-125.01695,3780.46,3780.46,46,30 April 2018 23.00 (UTC),,,2018-04-30 23:00:00
424,4,5,Sanya Serenity Coast,47.68698,-125.10799999999999,3770.56,3770.56,54,01 May 2018 00.00 (UTC),racing,,2018-05-01 00:00:00
11304,7,8,Sanya Serenity Coast,47.50819,-125.19859,3760.13,3760.13,64,01 May 2018 01.00 (UTC),racing,,2018-05-01 01:00:00
11717,7,8,Sanya Serenity Coast,47.3379,-125.28095,3753.4,3753.4,75,01 May 2018 02.00 (UTC),racing,,2018-05-01 02:00:00
7424,7,8,Sanya Serenity Coast,47.16349,-125.35233000000001,3739.35,3739.35,80,01 May 2018 03.00 (UTC),racing,,2018-05-01 03:00:00
8389,6,7,Sanya Serenity Coast,46.96645,-125.417,3727.64,3727.64,87,01 May 2018 04.00 (UTC),racing,,2018-05-01 04:00:00
3003,7,8,Sanya Serenity Coast,46.783609999999996,-125.50996,3716.87,3716.87,94,01 May 2018 05.00 (UTC),racing,,2018-05-01 05:00:00
4658,6,7,Sanya Serenity Coast,46.60284,-125.57446999999999,3706.2,3706.2,98,01 May 2018 06.00 (UTC),racing,,2018-05-01 06:00:00
14849,6,7,Sanya Serenity Coast,46.41564,-125.63766000000001,3695.17,3695.17,103,01 May 2018 07.00 (UTC),racing,,2018-05-01 07:00:00
10617,6,7,Sanya Serenity Coast,46.24199,-125.69492,3684.97,3684.97,107,01 May 2018 08.00 (UTC),racing,,2018-05-01 08:00:00
1198,6,7,Sanya Serenity Coast,46.06593,-125.77578000000001,3674.75,3674.75,116,01 May 2018 09.00 (UTC),racing,,2018-05-01 09:00:00
2696,6,7,Sanya Serenity Coast,45.887890000000006,-125.8451,3664.42,3664.42,122,01 May 2018 10.00 (UTC),racing,,2018-05-01 10:00:00
9136,6,7,Sanya Serenity Coast,45.70709,-125.91113,3653.96,3653.96,123,01 May 2018 11.00 (UTC),racing,,2018-05-01 11:00:00
14169,6,7,Sanya Serenity Coast,45.523759999999996,-125.97228999999999,3643.38,3643.38,123,01 May 2018 12.00 (UTC),racing,,2018-05-01 12:00:00
4885,6,7,Sanya Serenity Coast,45.343779999999995,-126.04932,3633.15,3633.15,123,01 May 2018 13.00 (UTC),racing,,2018-05-01 13:00:00
9650,6,7,Sanya Serenity Coast,45.16516,-126.11228,3622.99,3622.99,123,01 May 2018 14.00 (UTC),racing,,2018-05-01 14:00:00
1689,6,7,Sanya Serenity Coast,44.99048,-126.18713999999999,3613.22,3613.22,122,01 May 2018 15.00 (UTC),racing,,2018-05-01 15:00:00
6184,6,7,Sanya Serenity Coast,44.809,-126.26733999999999,3603.19,3603.19,122,01 May 2018 16.00 (UTC),racing,,2018-05-01 16:00:00
13356,6,7,Sanya Serenity Coast,44.63068,-126.37217,3593.71,3593.71,122,01 May 2018 17.00 (UTC),racing,,2018-05-01 17:00:00
7956,6,7,Sanya Serenity Coast,44.456920000000004,-126.46821000000001,3584.58,3584.58,122,01 May 2018 18.00 (UTC),racing,,2018-05-01 18:00:00
3814,6,7,Sanya Serenity Coast,44.29315,-126.61135,3576.79,3576.79,123,01 May 2018 19.00 (UTC),racing,,2018-05-01 19:00:00
13544,6,7,Sanya Serenity Coast,44.13791,-126.74661,3569.7,3569.7,122,01 May 2018 20.00 (UTC),racing,,2018-05-01 20:00:00
5530,6,7,Sanya Serenity Coast,44.019009999999994,-126.90862,3565.38,3565.38,120,01 May 2018 21.00 (UTC),racing,,2018-05-01 21:00:00
2355,6,7,Sanya Serenity Coast,43.88896,-126.80048000000001,3556.42,3556.42,115,01 May 2018 22.00 (UTC),racing,,2018-05-01 22:00:00
9468,5,6,Sanya Serenity Coast,43.74644,-126.66098000000001,3546.31,3546.31,110,01 May 2018 23.00 (UTC),racing,,2018-05-01 23:00:00
4578,5,6,Sanya Serenity Coast,43.6322,-126.46691000000001,3537.09,3537.09,104,02 May 2018 00.00 (UTC),racing,,2018-05-02 00:00:00
14488,5,6,Sanya Serenity Coast,43.51252,-126.28611000000001,3527.89,3527.89,99,02 May 2018 01.00 (UTC),racing,,2018-05-02 01:00:00
8490,5,6,Sanya Serenity Coast,43.380790000000005,-126.10592,3518.16,3518.16,96,02 May 2018 02.00 (UTC),racing,,2018-05-02 02:00:00
3357,5,6,Sanya Serenity Coast,43.24708,-125.902,3508.26,3508.26,95,02 May 2018 03.00 (UTC),racing,,2018-05-02 03:00:00
11994,5,6,Sanya Serenity Coast,43.08019,-125.73795,3497.0,3497.0,96,02 May 2018 04.00 (UTC),racing,,2018-05-02 04:00:00
7563,4,5,Sanya Serenity Coast,42.91465,-125.55606999999999,3485.87,3485.87,100,02 May 2018 05.00 (UTC),racing,,2018-05-02 05:00:00
76,4,5,Sanya Serenity Coast,42.72755,-125.40231999999999,3473.86,3473.86,107,02 May 2018 06.00 (UTC),racing,,2018-05-02 06:00:00
11227,3,4,Sanya Serenity Coast,42.55322,-125.23992,3462.81,3462.81,115,02 May 2018 07.00 (UTC),racing,,2018-05-02 07:00:00
13714,4,5,Sanya Serenity Coast,42.38422,-125.13776000000001,3452.46,3452.46,124,02 May 2018 08.00 (UTC),racing,,2018-05-02 08:00:00
5355,5,6,Sanya Serenity Coast,42.2061,-125.00788999999999,3441.73,3441.73,127,02 May 2018 09.00 (UTC),racing,,2018-05-02 09:00:00
5805,5,6,Sanya Serenity Coast,42.028079999999996,-124.86247,3431.39,3431.39,129,02 May 2018 10.00 (UTC),racing,,2018-05-02 10:00:00
13222,5,6,Sanya Serenity Coast,41.86719,-124.73793,3422.47,3422.47,130,02 May 2018 11.00 (UTC),racing,,2018-05-02 11:00:00
10059,5,6,Sanya Serenity Coast,41.73868,-124.76789,3414.65,3414.65,125,02 May 2018 12.00 (UTC),racing,,2018-05-02 12:00:00
1818,6,7,Sanya Serenity Coast,41.60764,-124.93118,3406.0,3406.0,118,02 May 2018 13.00 (UTC),racing,,2018-05-02 13:00:00
14303,6,7,Sanya Serenity Coast,41.4544,-125.08637,3396.63,3396.63,113,02 May 2018 14.00 (UTC),racing,,2018-05-02 14:00:00
5292,6,7,Sanya Serenity Coast,41.29633,-125.20985,3387.58,3387.58,109,02 May 2018 15.00 (UTC),racing,,2018-05-02 15:00:00
2563,6,7,Sanya Serenity Coast,41.14741,-125.36938,3380.28,3380.28,106,02 May 2018 16.00 (UTC),racing,,2018-05-02 16:00:00
8731,6,7,Sanya Serenity Coast,40.98878,-125.49966,3373.65,3373.65,104,02 May 2018 17.00 (UTC),racing,,2018-05-02 17:00:00
12037,7,8,Sanya Serenity Coast,40.803670000000004,-125.64316000000001,3368.37,3368.37,106,02 May 2018 18.00 (UTC),racing,,2018-05-02 18:00:00
7009,7,8,Sanya Serenity Coast,40.61651,-125.77888,3366.63,3366.63,109,02 May 2018 19.00 (UTC),racing,,2018-05-02 19:00:00
10359,9,10,Sanya Serenity Coast,40.43594,-125.91972,3369.48,3369.48,113,02 May 2018 20.00 (UTC),racing,,2018-05-02 20:00:00
1462,10,11,Sanya Serenity Coast,40.2674,-126.05743000000001,3375.53,3375.53,118,02 May 2018 21.00 (UTC),racing,,2018-05-02 21:00:00
6442,6,7,Sanya Serenity Coast,40.092620000000004,-126.16156000000001,3323.68,3323.68,124,02 May 2018 22.00 (UTC),racing,,2018-05-02 22:00:00
12634,4,5,Sanya Serenity Coast,39.96295,-125.99388,3313.88,3313.88,120,02 May 2018 23.00 (UTC),racing,,2018-05-02 23:00:00
6770,4,5,Sanya Serenity Coast,39.844120000000004,-125.82404,3304.85,3304.85,113,03 May 2018 00.00 (UTC),racing,,2018-05-03 00:00:00
12265,4,5,Sanya Serenity Coast,39.71758,-125.66418,3295.71,3295.71,107,03 May 2018 01.00 (UTC),racing,,2018-05-03 01:00:00
11039,4,5,Sanya Serenity Coast,39.59917,-125.50208,3287.25,3287.25,102,03 May 2018 02.00 (UTC),racing,,2018-05-03 02:00:00
798,6,7,Sanya Serenity Coast,39.488640000000004,-125.31111000000001,3279.41,3279.41,99,03 May 2018 03.00 (UTC),racing,,2018-05-03 03:00:00
15209,6,7,Sanya Serenity Coast,39.36821,-125.16237,3271.62,3271.62,98,03 May 2018 04.00 (UTC),racing,,2018-05-03 04:00:00
4319,4,5,Sanya Serenity Coast,39.21013,-125.25731,3262.53,3262.53,97,03 May 2018 05.00 (UTC),racing,,2018-05-03 05:00:00
3531,4,5,Sanya Serenity Coast,39.059509999999996,-125.32439,3253.96,3253.96,95,03 May 2018 06.00 (UTC),racing,,2018-05-03 06:00:00
7773,4,5,Sanya Serenity Coast,38.92858,-125.39478999999999,3246.79,3246.79,93,03 May 2018 07.00 (UTC),racing,,2018-05-03 07:00:00
13029,4,5,Sanya Serenity Coast,38.80235,-125.44513,3239.93,3239.93,92,03 May 2018 08.00 (UTC),racing,,2018-05-03 08:00:00
5996,4,5,Sanya Serenity Coast,38.67942,-125.48522,3233.34,3233.34,90,03 May 2018 09.00 (UTC),racing,,2018-05-03 09:00:00
5570,4,5,Sanya Serenity Coast,38.54848,-125.51886999999999,3226.4,3226.4,87,03 May 2018 10.00 (UTC),racing,,2018-05-03 10:00:00
13498,4,5,Sanya Serenity Coast,38.42948,-125.52475,3219.87,3219.87,86,03 May 2018 11.00 (UTC),racing,,2018-05-03 11:00:00
9500,4,5,Sanya Serenity Coast,38.30593,-125.54343,3213.51,3213.51,84,03 May 2018 12.00 (UTC),racing,,2018-05-03 12:00:00
2322,4,5,Sanya Serenity Coast,38.17257,-125.54213999999999,3206.48,3206.48,85,03 May 2018 13.00 (UTC),racing,,2018-05-03 13:00:00
12978,5,6,Sanya Serenity Coast,38.074090000000005,-125.55803,3201.98,3201.98,85,03 May 2018 14.00 (UTC),racing,,2018-05-03 14:00:00
6561,5,6,Sanya Serenity Coast,37.96948,-125.56728999999999,3197.4,3197.4,86,03 May 2018 15.00 (UTC),racing,,2018-05-03 15:00:00
1037,5,6,Sanya Serenity Coast,37.87303,-125.59528999999999,3194.36,3194.36,81,03 May 2018 16.00 (UTC),racing,,2018-05-03 16:00:00
10280,5,6,Sanya Serenity Coast,37.80316,-125.60516000000001,3192.24,3192.24,76,03 May 2018 17.00 (UTC),racing,,2018-05-03 17:00:00
14714,5,6,Sanya Serenity Coast,37.7855,-125.55473,3189.66,3189.66,68,03 May 2018 18.00 (UTC),racing,,2018-05-03 18:00:00
4351,5,6,Sanya Serenity Coast,37.76597,-125.53213999999998,3188.12,3188.12,62,03 May 2018 19.00 (UTC),racing,,2018-05-03 19:00:00
9166,5,6,Sanya Serenity Coast,37.7434,-125.51805,3186.82,3186.82,56,03 May 2018 20.00 (UTC),racing,,2018-05-03 20:00:00
2652,5,6,Sanya Serenity Coast,37.72464,-125.49656999999999,3185.36,3185.36,49,03 May 2018 21.00 (UTC),racing,,2018-05-03 21:00:00
4938,5,6,Sanya Serenity Coast,37.69634,-125.46508,3183.22,3183.22,44,03 May 2018 22.00 (UTC),racing,,2018-05-03 22:00:00
14137,5,6,Sanya Serenity Coast,37.60953,-125.41402,3178.83,3178.83,42,03 May 2018 23.00 (UTC),racing,,2018-05-03 23:00:00
5986,5,6,Sanya Serenity Coast,37.50355,-125.37928000000001,3176.04,3176.04,40,04 May 2018 00.00 (UTC),racing,,2018-05-04 00:00:00
13059,4,5,Sanya Serenity Coast,37.387029999999996,-125.38011000000002,3158.64,3158.64,42,04 May 2018 01.00 (UTC),racing,,2018-05-04 01:00:00
9985,4,5,Sanya Serenity Coast,37.274,-125.41286000000001,3153.08,3153.08,42,04 May 2018 02.00 (UTC),racing,,2018-05-04 02:00:00
1870,4,5,Sanya Serenity Coast,37.22289,-125.3195,3148.45,3148.45,41,04 May 2018 03.00 (UTC),racing,,2018-05-04 03:00:00
14458,4,5,Sanya Serenity Coast,37.18628,-125.2502,3145.13,3145.13,40,04 May 2018 04.00 (UTC),racing,,2018-05-04 04:00:00
5112,3,4,Sanya Serenity Coast,37.15954,-125.13598999999999,3141.61,3141.61,42,04 May 2018 05.00 (UTC),racing,,2018-05-04 05:00:00
2517,4,5,Sanya Serenity Coast,37.13832,-125.01572,3138.47,3138.47,44,04 May 2018 06.00 (UTC),racing,,2018-05-04 06:00:00
8784,4,5,Sanya Serenity Coast,37.10289,-124.90281,3134.81,3134.81,48,04 May 2018 07.00 (UTC),racing,,2018-05-04 07:00:00
12254,4,5,Sanya Serenity Coast,37.082409999999996,-124.80776999999999,3132.4,3132.4,50,04 May 2018 08.00 (UTC),racing,,2018-05-04 08:00:00
6803,4,5,Sanya Serenity Coast,37.03094,-124.70591,3128.23,3128.23,53,04 May 2018 09.00 (UTC),racing,,2018-05-04 09:00:00
4361,4,5,Sanya Serenity Coast,36.97606,-124.61123,3124.06,3124.06,53,04 May 2018 10.00 (UTC),racing,,2018-05-04 10:00:00
14671,4,5,Sanya Serenity Coast,36.92706,-124.50846000000001,3120.3,3120.3,54,04 May 2018 11.00 (UTC),racing,,2018-05-04 11:00:00
8541,4,5,Sanya Serenity Coast,36.84825,-124.41478000000001,3114.99,3114.99,56,04 May 2018 12.00 (UTC),racing,,2018-05-04 12:00:00
3312,4,5,Sanya Serenity Coast,36.77293,-124.33503,3110.09,3110.09,59,04 May 2018 13.00 (UTC),racing,,2018-05-04 13:00:00
11900,4,5,Sanya Serenity Coast,36.70698,-124.2747,3105.92,3105.92,58,04 May 2018 14.00 (UTC),racing,,2018-05-04 14:00:00
7675,4,5,Sanya Serenity Coast,36.64697,-124.2144,3102.17,3102.17,59,04 May 2018 15.00 (UTC),racing,,2018-05-04 15:00:00
109,4,5,Sanya Serenity Coast,36.57441,-124.12073999999998,3097.74,3097.74,60,04 May 2018 16.00 (UTC),racing,,2018-05-04 16:00:00
11175,4,5,Sanya Serenity Coast,36.498000000000005,-124.02134,3093.33,3093.33,61,04 May 2018 17.00 (UTC),racing,,2018-05-04 17:00:00
13509,4,5,Sanya Serenity Coast,36.42516,-123.88638999999999,3089.65,3089.65,63,04 May 2018 18.00 (UTC),racing,,2018-05-04 18:00:00
5540,5,6,Sanya Serenity Coast,36.34043,-123.72573999999999,3086.15,3086.15,68,04 May 2018 19.00 (UTC),racing,,2018-05-04 19:00:00
7922,5,6,Sanya Serenity Coast,36.22675,-123.66768,3080.35,3080.35,69,04 May 2018 20.00 (UTC),racing,,2018-05-04 20:00:00
3843,5,6,Sanya Serenity Coast,36.08206,-123.71744,3071.34,3071.34,68,04 May 2018 21.00 (UTC),racing,,2018-05-04 21:00:00
4024,5,6,Sanya Serenity Coast,35.93244,-123.77564,3061.93,3061.93,69,04 May 2018 22.00 (UTC),racing,,2018-05-04 22:00:00
15063,5,6,Sanya Serenity Coast,35.785959999999996,-123.82408000000001,3052.84,3052.84,69,04 May 2018 23.00 (UTC),racing,,2018-05-04 23:00:00
5388,5,6,Sanya Serenity Coast,35.63988,-123.86578,3043.89,3043.89,71,05 May 2018 00.00 (UTC),racing,,2018-05-05 00:00:00
13684,5,6,Sanya Serenity Coast,35.46842,-123.88772,3033.91,3033.91,76,05 May 2018 01.00 (UTC),racing,,2018-05-05 01:00:00
9554,5,6,Sanya Serenity Coast,35.283229999999996,-123.91698000000001,3023.38,3023.38,83,05 May 2018 02.00 (UTC),racing,,2018-05-05 02:00:00
2290,5,6,Sanya Serenity Coast,35.11931,-123.98345,3013.64,3013.64,87,05 May 2018 03.00 (UTC),racing,,2018-05-05 03:00:00
12821,5,6,Sanya Serenity Coast,34.959720000000004,-123.99571,2997.79,2997.79,92,05 May 2018 04.00 (UTC),racing,,2018-05-05 04:00:00
6749,5,6,Sanya Serenity Coast,34.88762,-123.83604,2990.3,2990.3,92,05 May 2018 05.00 (UTC),racing,,2018-05-05 05:00:00
1089,5,6,Sanya Serenity Coast,34.81241,-123.67251,2982.69,2982.69,91,05 May 2018 06.00 (UTC),racing,,2018-05-05 06:00:00
10209,5,6,Sanya Serenity Coast,34.727140000000006,-123.52045,2974.92,2974.92,90,05 May 2018 07.00 (UTC),racing,,2018-05-05 07:00:00
14521,5,6,Sanya Serenity Coast,34.6458,-123.38391999999999,2967.79,2967.79,87,05 May 2018 08.00 (UTC),racing,,2018-05-05 08:00:00
4548,5,6,Sanya Serenity Coast,34.562709999999996,-123.25171,2960.75,2960.75,86,05 May 2018 09.00 (UTC),racing,,2018-05-05 09:00:00
6996,5,6,Sanya Serenity Coast,34.49517,-123.11008999999999,2954.56,2954.56,84,05 May 2018 10.00 (UTC),racing,,2018-05-05 10:00:00
12078,5,6,Sanya Serenity Coast,34.44625,-122.9341,2949.15,2949.15,84,05 May 2018 11.00 (UTC),racing,,2018-05-05 11:00:00
10997,5,6,Sanya Serenity Coast,34.403,-122.74932,2944.35,2944.35,84,05 May 2018 12.00 (UTC),racing,,2018-05-05 12:00:00
825,5,6,Sanya Serenity Coast,34.36817,-122.56545,2940.55,2940.55,86,05 May 2018 13.00 (UTC),racing,,2018-05-05 13:00:00
15339,5,6,Sanya Serenity Coast,34.29226,-122.39858000000001,2934.92,2934.92,92,05 May 2018 14.00 (UTC),racing,,2018-05-05 14:00:00
4169,5,6,Sanya Serenity Coast,34.1069,-122.3866,2923.8,2923.8,94,05 May 2018 15.00 (UTC),racing,,2018-05-05 15:00:00
3499,5,6,Sanya Serenity Coast,33.925909999999995,-122.39455,2913.06,2913.06,91,05 May 2018 16.00 (UTC),racing,,2018-05-05 16:00:00
7826,5,6,Sanya Serenity Coast,33.74133,-122.40158000000001,2902.14,2902.14,89,05 May 2018 17.00 (UTC),racing,,2018-05-05 17:00:00
13211,5,6,Sanya Serenity Coast,33.556309999999996,-122.42308999999999,2891.34,2891.34,88,05 May 2018 18.00 (UTC),racing,,2018-05-05 18:00:00
5857,5,6,Sanya Serenity Coast,33.38085,-122.44543,2881.21,2881.21,89,05 May 2018 19.00 (UTC),racing,,2018-05-05 19:00:00
11545,5,6,Sanya Serenity Coast,33.2156,-122.48754,2872.05,2872.05,89,05 May 2018 20.00 (UTC),racing,,2018-05-05 20:00:00
204,5,6,Sanya Serenity Coast,33.03875,-122.51078999999999,2862.21,2862.21,92,05 May 2018 21.00 (UTC),racing,,2018-05-05 21:00:00
7369,5,6,Sanya Serenity Coast,32.86913,-122.5352,2853.11,2853.11,96,05 May 2018 22.00 (UTC),racing,,2018-05-05 22:00:00
11745,5,6,Sanya Serenity Coast,32.69129,-122.54933,2843.78,2843.78,103,05 May 2018 23.00 (UTC),racing,,2018-05-05 23:00:00
1240,5,6,Sanya Serenity Coast,32.513059999999996,-122.57826999999999,2835.62,2835.62,111,06 May 2018 00.00 (UTC),racing,,2018-05-06 00:00:00
10605,5,6,Sanya Serenity Coast,32.34129,-122.60871999999999,2829.33,2829.33,117,06 May 2018 01.00 (UTC),racing,,2018-05-06 01:00:00
12677,5,6,Sanya Serenity Coast,32.17953,-122.64713,2826.13,2826.13,116,06 May 2018 02.00 (UTC),racing,,2018-05-06 02:00:00
6387,6,7,Sanya Serenity Coast,32.01846,-122.67031999999999,2825.29,2825.29,115,06 May 2018 03.00 (UTC),racing,,2018-05-06 03:00:00
9207,5,6,Sanya Serenity Coast,31.921540000000004,-122.49358000000001,2816.82,2816.82,109,06 May 2018 04.00 (UTC),racing,,2018-05-06 04:00:00
2132,5,6,Sanya Serenity Coast,31.822770000000002,-122.30457,2794.79,2794.79,104,06 May 2018 05.00 (UTC),racing,,2018-05-06 05:00:00
5752,5,6,Sanya Serenity Coast,31.715120000000002,-122.13113999999999,2784.16,2784.16,101,06 May 2018 06.00 (UTC),racing,,2018-05-06 06:00:00
13812,5,6,Sanya Serenity Coast,31.609340000000003,-121.95646,2773.58,2773.58,100,06 May 2018 07.00 (UTC),racing,,2018-05-06 07:00:00
11345,5,6,Sanya Serenity Coast,31.50978,-121.76597,2762.81,2762.81,99,06 May 2018 08.00 (UTC),racing,,2018-05-06 08:00:00
414,5,6,Sanya Serenity Coast,31.395020000000002,-121.58828000000001,2751.75,2751.75,100,06 May 2018 09.00 (UTC),racing,,2018-05-06 09:00:00
3779,4,5,Sanya Serenity Coast,31.273120000000002,-121.42537,2740.84,2740.84,102,06 May 2018 10.00 (UTC),racing,,2018-05-06 10:00:00
7977,5,6,Sanya Serenity Coast,31.14698,-121.27096999999999,2730.0,2730.0,105,06 May 2018 11.00 (UTC),racing,,2018-05-06 11:00:00
15019,5,6,Sanya Serenity Coast,31.025170000000003,-121.1091,2719.13,2719.13,109,06 May 2018 12.00 (UTC),racing,,2018-05-06 12:00:00
4086,4,5,Sanya Serenity Coast,30.91035,-120.92998,2708.07,2708.07,116,06 May 2018 13.00 (UTC),racing,,2018-05-06 13:00:00
10872,4,5,Sanya Serenity Coast,30.78978,-120.76185,2697.1,2697.1,122,06 May 2018 14.00 (UTC),racing,,2018-05-06 14:00:00
489,4,5,Sanya Serenity Coast,30.680390000000003,-120.59951000000001,2686.85,2686.85,122,06 May 2018 15.00 (UTC),racing,,2018-05-06 15:00:00
7116,4,5,Sanya Serenity Coast,30.5846,-120.43312,2677.17,2677.17,121,06 May 2018 16.00 (UTC),racing,,2018-05-06 16:00:00
12407,4,5,Sanya Serenity Coast,30.49532,-120.26518999999999,2667.79,2667.79,120,06 May 2018 17.00 (UTC),racing,,2018-05-06 17:00:00
