,index,position,team,lat,lon,dtf,dif,dist_mg,last_report,status,finish_time,datetime
224,5,6,Dare To Lead,42.930440000000004,179.36181000000002,2511.25,2511.25,109,09 April 2018 18.00 (UTC),racing,,2018-04-09 18:00:00
984,5,6,Dare To Lead,42.96386,179.59736999999998,2501.54,2501.54,109,09 April 2018 19.00 (UTC),racing,,2018-04-09 19:00:00
12512,4,5,Dare To Lead,42.99881,179.83276,2491.85,2491.85,110,09 April 2018 20.00 (UTC),racing,,2018-04-09 20:00:00
7023,4,5,Dare To Lead,43.05854,-179.98121,2483.13,2483.13,108,09 April 2018 21.00 (UTC),racing,,2018-04-09 21:00:00
580,4,5,Dare To Lead,43.13601,-179.75408000000002,2472.33,2472.33,108,09 April 2018 22.00 (UTC),racing,,2018-04-09 22:00:00
10767,4,5,Dare To Lead,43.2098,-179.52784,2461.73,2461.73,109,09 April 2018 23.00 (UTC),racing,,2018-04-09 23:00:00
7258,4,5,Dare To Lead,43.25813,-179.28603999999999,2451.54,2451.54,110,10 April 2018 00.00 (UTC),racing,,2018-04-10 00:00:00
11845,4,5,Dare To Lead,43.30764,-179.04261,2441.35,2441.35,111,10 April 2018 01.00 (UTC),racing,,2018-04-10 01:00:00
11457,4,5,Dare To Lead,43.356770000000004,-178.78744,2430.89,2430.89,113,10 April 2018 02.00 (UTC),racing,,2018-04-10 02:00:00
300,4,5,Dare To Lead,43.40616,-178.54346999999999,2420.94,2420.94,115,10 April 2018 03.00 (UTC),racing,,2018-04-10 03:00:00
14763,3,4,Dare To Lead,43.463159999999995,-178.31400000000002,2411.28,2411.28,116,10 April 2018 04.00 (UTC),racing,,2018-04-10 04:00:00
4768,4,5,Dare To Lead,43.42941,-178.11386000000002,2406.57,2406.57,114,10 April 2018 05.00 (UTC),racing,,2018-04-10 05:00:00
3100,4,5,Dare To Lead,43.2916,-177.98592,2409.12,2409.12,107,10 April 2018 06.00 (UTC),racing,,2018-04-10 06:00:00
8255,4,5,Dare To Lead,43.24556,-177.83586,2407.29,2407.29,103,10 April 2018 07.00 (UTC),racing,,2018-04-10 07:00:00
12540,4,5,Dare To Lead,43.275240000000004,-177.69173999999998,2402.19,2402.19,101,10 April 2018 08.00 (UTC),racing,,2018-04-10 08:00:00
6538,4,5,Dare To Lead,43.3406,-177.54996,2395.48,2395.48,97,10 April 2018 09.00 (UTC),racing,,2018-04-10 09:00:00
5058,4,5,Dare To Lead,43.34117,-177.43336000000002,2392.74,2392.74,91,10 April 2018 10.00 (UTC),racing,,2018-04-10 10:00:00
14014,4,5,Dare To Lead,43.2868,-177.30533,2392.79,2392.79,86,10 April 2018 11.00 (UTC),racing,,2018-04-10 11:00:00
8955,5,6,Dare To Lead,43.24995,-177.21681999999998,2393.0,2393.0,79,10 April 2018 12.00 (UTC),racing,,2018-04-10 12:00:00
2843,6,7,Dare To Lead,43.216840000000005,-177.07686999999999,2392.26,2392.26,75,10 April 2018 13.00 (UTC),racing,,2018-04-10 13:00:00
13462,6,7,Dare To Lead,43.200509999999994,-176.94503,2391.04,2391.04,70,10 April 2018 14.00 (UTC),racing,,2018-04-10 14:00:00
6050,6,7,Dare To Lead,43.22092,-176.80168,2387.84,2387.84,67,10 April 2018 15.00 (UTC),racing,,2018-04-10 15:00:00
1606,5,6,Dare To Lead,43.2827,-176.64243000000002,2382.33,2382.33,64,10 April 2018 16.00 (UTC),racing,,2018-04-10 16:00:00
9762,5,6,Dare To Lead,43.30853,-176.48989,2379.3,2379.3,65,10 April 2018 17.00 (UTC),racing,,2018-04-10 17:00:00
15141,6,7,Dare To Lead,43.30454,-176.28689,2378.12,2378.12,67,10 April 2018 18.00 (UTC),racing,,2018-04-10 18:00:00
3928,6,7,Dare To Lead,43.313990000000004,-176.08383999999998,2376.87,2376.87,70,10 April 2018 19.00 (UTC),racing,,2018-04-10 19:00:00
9599,6,7,Dare To Lead,43.32417,-175.88588000000001,2376.32,2376.32,72,10 April 2018 20.00 (UTC),racing,,2018-04-10 20:00:00
2249,8,9,Dare To Lead,43.341609999999996,-175.69118,2376.03,2376.03,76,10 April 2018 21.00 (UTC),racing,,2018-04-10 21:00:00
5409,4,5,Dare To Lead,43.37278,-175.49367,2271.35,2271.35,79,10 April 2018 22.00 (UTC),racing,,2018-04-10 22:00:00
13639,4,5,Dare To Lead,43.423790000000004,-175.34288,2264.18,2264.18,82,10 April 2018 23.00 (UTC),racing,,2018-04-10 23:00:00
4135,4,5,Dare To Lead,43.47911,-175.15554,2255.41,2255.41,85,11 April 2018 00.00 (UTC),racing,,2018-04-11 00:00:00
14958,4,5,Dare To Lead,43.53,-174.95858,2246.33,2246.33,88,11 April 2018 01.00 (UTC),racing,,2018-04-11 01:00:00
8030,4,5,Dare To Lead,43.54005,-174.75158000000002,2237.51,2237.51,91,11 April 2018 02.00 (UTC),racing,,2018-04-11 02:00:00
3736,4,5,Dare To Lead,43.56901,-174.51223000000002,2227.03,2227.03,94,11 April 2018 03.00 (UTC),racing,,2018-04-11 03:00:00
12470,4,5,Dare To Lead,43.5519,-174.25739,2216.69,2216.69,98,11 April 2018 04.00 (UTC),racing,,2018-04-11 04:00:00
7064,4,5,Dare To Lead,43.549240000000005,-174.01199,2206.52,2206.52,100,11 April 2018 05.00 (UTC),racing,,2018-04-11 05:00:00
550,4,5,Dare To Lead,43.521,-173.78808999999998,2197.73,2197.73,100,11 April 2018 06.00 (UTC),racing,,2018-04-11 06:00:00
10778,4,5,Dare To Lead,43.47318,-173.57718,2189.88,2189.88,101,11 April 2018 07.00 (UTC),racing,,2018-04-11 07:00:00
14248,4,5,Dare To Lead,43.40488,-173.37052,2182.68,2182.68,101,11 April 2018 08.00 (UTC),racing,,2018-04-11 08:00:00
4823,4,5,Dare To Lead,43.30595,-173.16369,2176.23,2176.23,101,11 April 2018 09.00 (UTC),racing,,2018-04-11 09:00:00
6328,4,5,Dare To Lead,43.21797,-172.9549,2169.66,2169.66,104,11 April 2018 10.00 (UTC),racing,,2018-04-11 10:00:00
12766,4,5,Dare To Lead,43.12171,-172.76599,2164.27,2164.27,106,11 April 2018 11.00 (UTC),racing,,2018-04-11 11:00:00
10542,4,5,Dare To Lead,43.171409999999995,-172.62121000000002,2157.27,2157.27,104,11 April 2018 12.00 (UTC),racing,,2018-04-11 12:00:00
1268,4,5,Dare To Lead,43.25165,-172.45719,2148.78,2148.78,101,11 April 2018 13.00 (UTC),racing,,2018-04-11 13:00:00
13768,4,5,Dare To Lead,43.331920000000004,-172.28785,2140.1,2140.1,97,11 April 2018 14.00 (UTC),racing,,2018-04-11 14:00:00
5782,4,5,Dare To Lead,43.437909999999995,-172.12839,2131.27,2131.27,92,11 April 2018 15.00 (UTC),racing,,2018-04-11 15:00:00
2070,4,5,Dare To Lead,43.51279,-171.95876,2122.75,2122.75,89,11 April 2018 16.00 (UTC),racing,,2018-04-11 16:00:00
9300,4,5,Dare To Lead,43.61088,-171.82858000000002,2115.37,2115.37,85,11 April 2018 17.00 (UTC),racing,,2018-04-11 17:00:00
11658,5,6,Dare To Lead,43.62102,-171.62858,2107.02,2107.02,85,11 April 2018 18.00 (UTC),racing,,2018-04-11 18:00:00
7489,5,6,Dare To Lead,43.60903,-171.42551,2099.06,2099.06,85,11 April 2018 19.00 (UTC),racing,,2018-04-11 19:00:00
9955,5,6,Dare To Lead,43.55682,-171.21322,2091.71,2091.71,86,11 April 2018 20.00 (UTC),racing,,2018-04-11 20:00:00
1914,5,6,Dare To Lead,43.51455,-170.99321,2083.96,2083.96,87,11 April 2018 21.00 (UTC),racing,,2018-04-11 21:00:00
5965,5,6,Dare To Lead,43.47173,-170.76549,2076.06,2076.06,89,11 April 2018 22.00 (UTC),racing,,2018-04-11 22:00:00
13071,5,6,Dare To Lead,43.42713,-170.53044,2068.1,2068.1,92,11 April 2018 23.00 (UTC),racing,,2018-04-11 23:00:00
920,5,6,Dare To Lead,43.39092,-170.27806999999999,2059.44,2059.44,95,12 April 2018 00.00 (UTC),racing,,2018-04-12 00:00:00
10917,5,6,Dare To Lead,43.3561,-170.03028999999998,2051.14,2051.14,98,12 April 2018 01.00 (UTC),racing,,2018-04-12 01:00:00
12139,5,6,Dare To Lead,43.3166,-169.77354,2042.91,2042.91,102,12 April 2018 02.00 (UTC),racing,,2018-04-12 02:00:00
6909,5,6,Dare To Lead,43.281009999999995,-169.51772,2034.88,2034.88,107,12 April 2018 03.00 (UTC),racing,,2018-04-12 03:00:00
7859,5,6,Dare To Lead,43.274390000000004,-169.26298,2026.17,2026.17,113,12 April 2018 04.00 (UTC),racing,,2018-04-12 04:00:00
3455,4,5,Dare To Lead,43.25832,-169.00178,2017.87,2017.87,116,12 April 2018 05.00 (UTC),racing,,2018-04-12 05:00:00
4233,4,5,Dare To Lead,43.25213,-168.74087,2009.55,2009.55,118,12 April 2018 06.00 (UTC),racing,,2018-04-12 06:00:00
15283,5,6,Dare To Lead,43.201859999999996,-168.48238,2003.57,2003.57,120,12 April 2018 07.00 (UTC),racing,,2018-04-12 07:00:00
10123,5,6,Dare To Lead,43.159729999999996,-168.23311,1998.13,1998.13,122,12 April 2018 08.00 (UTC),racing,,2018-04-12 08:00:00
1753,5,6,Dare To Lead,43.08662,-168.00707,1995.44,1995.44,122,12 April 2018 09.00 (UTC),racing,,2018-04-12 09:00:00
2206,5,6,Dare To Lead,43.05923,-167.77788999999999,1948.42,1948.42,122,12 April 2018 10.00 (UTC),racing,,2018-04-12 10:00:00
9627,5,6,Dare To Lead,43.10309,-167.5586,1938.46,1938.46,120,12 April 2018 11.00 (UTC),racing,,2018-04-12 11:00:00
13609,5,6,Dare To Lead,43.155609999999996,-167.35148,1928.87,1928.87,117,12 April 2018 12.00 (UTC),racing,,2018-04-12 12:00:00
5452,5,6,Dare To Lead,43.20189,-167.14583000000002,1919.45,1919.45,115,12 April 2018 13.00 (UTC),racing,,2018-04-12 13:00:00
10165,5,6,Dare To Lead,43.26054,-166.94246,1909.93,1909.93,112,12 April 2018 14.00 (UTC),racing,,2018-04-12 14:00:00
1144,5,6,Dare To Lead,43.316629999999996,-166.73712,1900.38,1900.38,110,12 April 2018 15.00 (UTC),racing,,2018-04-12 15:00:00
6663,5,6,Dare To Lead,43.36241,-166.51561999999998,1890.33,1890.33,108,12 April 2018 16.00 (UTC),racing,,2018-04-12 16:00:00
12896,5,6,Dare To Lead,43.39561,-166.28416,1880.08,1880.08,107,12 April 2018 17.00 (UTC),racing,,2018-04-12 17:00:00
8443,5,6,Dare To Lead,43.43098,-166.0607,1870.13,1870.13,106,12 April 2018 18.00 (UTC),racing,,2018-04-12 18:00:00
3423,5,6,Dare To Lead,43.46328,-165.83997,1860.35,1860.35,106,12 April 2018 19.00 (UTC),racing,,2018-04-12 19:00:00
13971,5,6,Dare To Lead,43.50458,-165.63128,1850.93,1850.93,106,12 April 2018 20.00 (UTC),racing,,2018-04-12 20:00:00
5103,5,6,Dare To Lead,43.54322,-165.37576,1839.6,1839.6,108,12 April 2018 21.00 (UTC),racing,,2018-04-12 21:00:00
2820,5,6,Dare To Lead,43.58507,-165.07943999999998,1826.51,1826.51,111,12 April 2018 22.00 (UTC),racing,,2018-04-12 22:00:00
8999,5,6,Dare To Lead,43.65242,-164.79163,1813.39,1813.39,115,12 April 2018 23.00 (UTC),racing,,2018-04-12 23:00:00
3215,5,6,Dare To Lead,43.70609,-164.51463999999999,1800.95,1800.95,118,13 April 2018 00.00 (UTC),racing,,2018-04-13 00:00:00
8629,5,6,Dare To Lead,43.788999999999994,-164.25653,1788.86,1788.86,121,13 April 2018 01.00 (UTC),racing,,2018-04-13 01:00:00
14608,5,6,Dare To Lead,43.87375,-164.00394,1777.02,1777.02,123,13 April 2018 02.00 (UTC),racing,,2018-04-13 02:00:00
4438,5,6,Dare To Lead,43.93653,-163.72677,1764.48,1764.48,125,13 April 2018 03.00 (UTC),racing,,2018-04-13 03:00:00
11156,5,6,Dare To Lead,44.01927,-163.45893999999998,1752.09,1752.09,128,13 April 2018 04.00 (UTC),racing,,2018-04-13 04:00:00
141,5,6,Dare To Lead,44.06791,-163.18200000000002,1739.79,1739.79,130,13 April 2018 05.00 (UTC),racing,,2018-04-13 05:00:00
7612,5,6,Dare To Lead,44.101490000000005,-162.90752,1727.81,1727.81,132,13 April 2018 06.00 (UTC),racing,,2018-04-13 06:00:00
11954,5,6,Dare To Lead,44.13019,-162.65018,1716.62,1716.62,134,13 April 2018 07.00 (UTC),racing,,2018-04-13 07:00:00
9424,5,6,Dare To Lead,44.18955,-162.3927,1705.03,1705.03,134,13 April 2018 08.00 (UTC),racing,,2018-04-13 08:00:00
2397,4,5,Dare To Lead,44.236309999999996,-162.12787,1693.31,1693.31,133,13 April 2018 09.00 (UTC),racing,,2018-04-13 09:00:00
1946,4,5,Dare To Lead,44.24606,-161.86297,1682.05,1682.05,131,13 April 2018 10.00 (UTC),racing,,2018-04-13 10:00:00
9910,4,5,Dare To Lead,44.302009999999996,-161.61981,1671.14,1671.14,129,13 April 2018 11.00 (UTC),racing,,2018-04-13 11:00:00
13103,4,5,Dare To Lead,44.33292,-161.37056,1660.28,1660.28,128,13 April 2018 12.00 (UTC),racing,,2018-04-13 12:00:00
5930,3,4,Dare To Lead,44.371759999999995,-161.10934,1648.84,1648.84,128,13 April 2018 13.00 (UTC),racing,,2018-04-13 13:00:00
8837,3,4,Dare To Lead,44.39377,-160.83921,1637.22,1637.22,127,13 April 2018 14.00 (UTC),racing,,2018-04-13 14:00:00
2451,3,4,Dare To Lead,44.42301,-160.5727,1625.68,1625.68,126,13 April 2018 15.00 (UTC),racing,,2018-04-13 15:00:00
5187,3,4,Dare To Lead,44.44958,-160.31915,1614.72,1614.72,125,13 April 2018 16.00 (UTC),racing,,2018-04-13 16:00:00
14392,3,4,Dare To Lead,44.459740000000004,-160.03271,1602.59,1602.59,125,13 April 2018 17.00 (UTC),racing,,2018-04-13 17:00:00
11099,3,4,Dare To Lead,44.48611,-159.75249,1590.53,1590.53,126,13 April 2018 18.00 (UTC),racing,,2018-04-13 18:00:00
701,3,4,Dare To Lead,44.50577,-159.4779,1578.8,1578.8,126,13 April 2018 19.00 (UTC),racing,,2018-04-13 19:00:00
12797,3,4,Dare To Lead,44.50477,-159.21058,1567.67,1567.67,126,13 April 2018 20.00 (UTC),racing,,2018-04-13 20:00:00
6284,3,4,Dare To Lead,44.50116,-158.95613,1557.15,1557.15,125,13 April 2018 21.00 (UTC),racing,,2018-04-13 21:00:00
1289,3,4,Dare To Lead,44.497,-158.67422,1545.56,1545.56,126,13 April 2018 22.00 (UTC),racing,,2018-04-13 22:00:00
10508,3,4,Dare To Lead,44.50527,-158.39936,1534.14,1534.14,127,13 April 2018 23.00 (UTC),racing,,2018-04-13 23:00:00
2385,3,4,Dare To Lead,44.49647,-158.12203,1523.02,1523.02,128,14 April 2018 00.00 (UTC),racing,,2018-04-14 00:00:00
9455,3,4,Dare To Lead,44.51025,-157.82981999999998,1511.0,1511.0,129,14 April 2018 01.00 (UTC),racing,,2018-04-14 01:00:00
13574,3,4,Dare To Lead,44.54878,-157.54238999999998,1498.74,1498.74,129,14 April 2018 02.00 (UTC),racing,,2018-04-14 02:00:00
5483,3,4,Dare To Lead,44.56557,-157.26327,1487.47,1487.47,130,14 April 2018 03.00 (UTC),racing,,2018-04-14 03:00:00
10342,3,4,Dare To Lead,44.5671,-156.97765,1476.76,1476.76,130,14 April 2018 04.00 (UTC),racing,,2018-04-14 04:00:00
951,3,4,Dare To Lead,44.58133,-156.71334,1467.11,1467.11,130,14 April 2018 05.00 (UTC),racing,,2018-04-14 05:00:00
6610,3,4,Dare To Lead,44.584270000000004,-156.43151,1458.67,1458.67,130,14 April 2018 06.00 (UTC),racing,,2018-04-14 06:00:00
12945,3,4,Dare To Lead,44.594120000000004,-156.14693,1452.83,1452.83,131,14 April 2018 07.00 (UTC),racing,,2018-04-14 07:00:00
8616,3,4,Dare To Lead,44.58947,-155.87573,1426.35,1426.35,131,14 April 2018 08.00 (UTC),racing,,2018-04-14 08:00:00
3246,3,4,Dare To Lead,44.5965,-155.60902,1415.09,1415.09,131,14 April 2018 09.00 (UTC),racing,,2018-04-14 09:00:00
734,3,4,Dare To Lead,44.60419,-155.33841,1403.67,1403.67,130,14 April 2018 10.00 (UTC),racing,,2018-04-14 10:00:00
11088,3,4,Dare To Lead,44.61333,-155.05868999999998,1391.86,1391.86,131,14 April 2018 11.00 (UTC),racing,,2018-04-14 11:00:00
12192,3,4,Dare To Lead,44.637890000000006,-154.77368,1379.64,1379.64,130,14 April 2018 12.00 (UTC),racing,,2018-04-14 12:00:00
6863,3,4,Dare To Lead,44.64849,-154.49143999999998,1367.72,1367.72,130,14 April 2018 13.00 (UTC),racing,,2018-04-14 13:00:00
7718,3,4,Dare To Lead,44.64574,-154.2101,1356.02,1356.02,130,14 April 2018 14.00 (UTC),racing,,2018-04-14 14:00:00
3594,3,4,Dare To Lead,44.66267,-153.95035,1344.97,1344.97,129,14 April 2018 15.00 (UTC),racing,,2018-04-14 15:00:00
4274,3,4,Dare To Lead,44.66151,-153.68293,1333.86,1333.86,129,14 April 2018 16.00 (UTC),racing,,2018-04-14 16:00:00
15239,3,4,Dare To Lead,44.67309,-153.40805,1322.28,1322.28,129,14 April 2018 17.00 (UTC),racing,,2018-04-14 17:00:00
9942,3,4,Dare To Lead,44.67535,-153.13662,1310.99,1310.99,128,14 April 2018 18.00 (UTC),racing,,2018-04-14 18:00:00
1934,3,4,Dare To Lead,44.68371,-152.86522,1299.63,1299.63,128,14 April 2018 19.00 (UTC),racing,,2018-04-14 19:00:00
11603,3,4,Dare To Lead,44.69804,-152.58698,1287.93,1287.93,129,14 April 2018 20.00 (UTC),racing,,2018-04-14 20:00:00
7498,3,4,Dare To Lead,44.71759,-152.29566,1275.62,1275.62,130,14 April 2018 21.00 (UTC),racing,,2018-04-14 21:00:00
332,3,4,Dare To Lead,44.733340000000005,-152.0055,1263.45,1263.45,130,14 April 2018 22.00 (UTC),racing,,2018-04-14 22:00:00
11434,3,4,Dare To Lead,44.75331,-151.71177,1251.1,1251.1,130,14 April 2018 23.00 (UTC),racing,,2018-04-14 23:00:00
1762,3,4,Dare To Lead,44.7566,-151.41621,1239.01,1239.01,131,15 April 2018 00.00 (UTC),racing,,2018-04-15 00:00:00
10088,1,2,Dare To Lead,44.73646,-151.13388999999998,1228.01,1228.01,131,15 April 2018 01.00 (UTC),racing,,2018-04-15 01:00:00
13133,1,2,Dare To Lead,44.72265,-150.85305,1217.14,1217.14,132,15 April 2018 02.00 (UTC),racing,,2018-04-15 02:00:00
5897,1,2,Dare To Lead,44.70507,-150.57856999999998,1206.84,1206.84,132,15 April 2018 03.00 (UTC),racing,,2018-04-15 03:00:00
8656,1,2,Dare To Lead,44.68647,-150.31205,1197.2,1197.2,132,15 April 2018 04.00 (UTC),racing,,2018-04-15 04:00:00
2619,1,2,Dare To Lead,44.795790000000004,-150.09467,1185.94,1185.94,129,15 April 2018 05.00 (UTC),racing,,2018-04-15 05:00:00
5239,1,2,Dare To Lead,44.90612,-149.86711,1174.31,1174.31,128,15 April 2018 06.00 (UTC),racing,,2018-04-15 06:00:00
14328,1,2,Dare To Lead,44.99754,-149.63568,1163.08,1163.08,126,15 April 2018 07.00 (UTC),racing,,2018-04-15 07:00:00
10924,1,2,Dare To Lead,45.07327,-149.40652,1152.35,1152.35,124,15 April 2018 08.00 (UTC),racing,,2018-04-15 08:00:00
886,1,2,Dare To Lead,45.13705,-149.17658,1141.92,1141.92,122,15 April 2018 09.00 (UTC),racing,,2018-04-15 09:00:00
3400,1,2,Dare To Lead,45.223209999999995,-148.95042,1131.06,1131.06,120,15 April 2018 10.00 (UTC),racing,,2018-04-15 10:00:00
8450,1,2,Dare To Lead,45.29991,-148.71583,1120.14,1120.14,119,15 April 2018 11.00 (UTC),racing,,2018-04-15 11:00:00
14565,0,1,Dare To Lead,45.37073,-148.48641999999998,1109.58,1109.58,118,15 April 2018 12.00 (UTC),racing,,2018-04-15 12:00:00
4475,0,1,Dare To Lead,45.436370000000004,-148.25281999999999,1098.95,1098.95,118,15 April 2018 13.00 (UTC),racing,,2018-04-15 13:00:00
11290,0,1,Dare To Lead,45.52006,-148.03245,1088.57,1088.57,118,15 April 2018 14.00 (UTC),racing,,2018-04-15 14:00:00
0,0,1,Dare To Lead,45.58289,-147.80588999999998,1078.35,1078.35,118,15 April 2018 15.00 (UTC),racing,,2018-04-15 15:00:00
7589,0,1,Dare To Lead,45.65323,-147.58225,1068.12,1068.12,117,15 April 2018 16.00 (UTC),racing,,2018-04-15 16:00:00
11971,0,1,Dare To Lead,45.713609999999996,-147.34452,1057.53,1057.53,116,15 April 2018 17.00 (UTC),racing,,2018-04-15 17:00:00
9604,0,1,Dare To Lead,45.76648,-147.10945,1047.19,1047.19,116,15 April 2018 18.00 (UTC),racing,,2018-04-15 18:00:00
2212,0,1,Dare To Lead,45.8179,-146.8772,1037.0,1037.0,115,15 April 2018 19.00 (UTC),racing,,2018-04-15 19:00:00
15174,0,1,Dare To Lead,45.88378,-146.65299,1026.89,1026.89,115,15 April 2018 20.00 (UTC),racing,,2018-04-15 20:00:00
3915,0,1,Dare To Lead,45.944109999999995,-146.42661999999999,1016.81,1016.81,114,15 April 2018 21.00 (UTC),racing,,2018-04-15 21:00:00
3714,0,1,Dare To Lead,46.01282,-146.20372,1006.75,1006.75,113,15 April 2018 22.00 (UTC),racing,,2018-04-15 22:00:00
8059,0,1,Dare To Lead,46.0771,-145.98792,997.07,997.07,112,15 April 2018 23.00 (UTC),racing,,2018-04-15 23:00:00
4830,0,1,Dare To Lead,46.1216,-145.76195,987.3,987.3,112,16 April 2018 00.00 (UTC),racing,,2018-04-16 00:00:00
14215,0,1,Dare To Lead,46.16451,-145.5216,976.98,976.98,111,16 April 2018 01.00 (UTC),racing,,2018-04-16 01:00:00
9038,0,1,Dare To Lead,46.19547,-145.28644,967.06,967.06,111,16 April 2018 02.00 (UTC),racing,,2018-04-16 02:00:00
2775,0,1,Dare To Lead,46.228970000000004,-145.06063999999998,957.48,957.48,110,16 April 2018 03.00 (UTC),racing,,2018-04-16 03:00:00
13267,0,1,Dare To Lead,46.25745,-144.86988,949.38,949.38,108,16 April 2018 04.00 (UTC),racing,,2018-04-16 04:00:00
6254,0,1,Dare To Lead,46.28674,-144.68856,941.66,941.66,105,16 April 2018 05.00 (UTC),racing,,2018-04-16 05:00:00
1665,0,1,Dare To Lead,46.33116,-144.52015,934.25,934.25,102,16 April 2018 06.00 (UTC),racing,,2018-04-16 06:00:00
9687,0,1,Dare To Lead,46.36753,-144.36891,927.65,927.65,99,16 April 2018 07.00 (UTC),racing,,2018-04-16 07:00:00
14965,0,1,Dare To Lead,46.40153,-144.23089,921.63,921.63,95,16 April 2018 08.00 (UTC),racing,,2018-04-16 08:00:00
4103,0,1,Dare To Lead,46.45187,-144.12087,916.56,916.56,90,16 April 2018 09.00 (UTC),racing,,2018-04-16 09:00:00
7456,0,1,Dare To Lead,46.522240000000004,-144.01422,911.5,911.5,86,16 April 2018 10.00 (UTC),racing,,2018-04-16 10:00:00
11664,0,1,Dare To Lead,46.6262,-143.90662,906.42,906.42,82,16 April 2018 11.00 (UTC),racing,,2018-04-16 11:00:00
11373,0,1,Dare To Lead,46.69663,-143.77902,901.02,901.02,78,16 April 2018 12.00 (UTC),racing,,2018-04-16 12:00:00
360,0,1,Dare To Lead,46.675909999999995,-143.55217,891.7,891.7,77,16 April 2018 13.00 (UTC),racing,,2018-04-16 13:00:00
14928,0,1,Dare To Lead,46.6639,-143.32115,882.22,882.22,76,16 April 2018 14.00 (UTC),racing,,2018-04-16 14:00:00
4584,0,1,Dare To Lead,46.68169,-143.07282,871.97,871.97,78,16 April 2018 15.00 (UTC),racing,,2018-04-16 15:00:00
3047,0,1,Dare To Lead,46.72591,-142.83181000000002,862.11,862.11,81,16 April 2018 16.00 (UTC),racing,,2018-04-16 16:00:00
8315,0,1,Dare To Lead,46.770140000000005,-142.58514,852.56,852.56,84,16 April 2018 17.00 (UTC),racing,,2018-04-16 17:00:00
12734,0,1,Dare To Lead,46.817009999999996,-142.32343999999998,845.12,845.12,88,16 April 2018 18.00 (UTC),racing,,2018-04-16 18:00:00
6335,0,1,Dare To Lead,46.85775,-142.06003,828.09,828.09,93,16 April 2018 19.00 (UTC),racing,,2018-04-16 19:00:00
11046,0,1,Dare To Lead,46.880520000000004,-141.78908,816.95,816.95,99,16 April 2018 20.00 (UTC),racing,,2018-04-16 20:00:00
775,0,1,Dare To Lead,46.89718,-141.54326,806.91,806.91,104,16 April 2018 21.00 (UTC),racing,,2018-04-16 21:00:00
6832,0,1,Dare To Lead,46.91775,-141.28399,796.27,796.27,109,16 April 2018 22.00 (UTC),racing,,2018-04-16 22:00:00
12211,0,1,Dare To Lead,46.97206,-141.02882,785.36,785.36,114,16 April 2018 23.00 (UTC),racing,,2018-04-16 23:00:00
6528,2,3,Dare To Lead,47.04977,-140.7612,773.67,773.67,116,17 April 2018 00.00 (UTC),racing,,2018-04-17 00:00:00
5261,3,4,Dare To Lead,48.60754,-130.1215,338.64,338.64,89,18 April 2018 22.00 (UTC),racing,,2018-04-18 22:00:00
14311,3,4,Dare To Lead,48.60775,-129.93253,331.19,331.19,89,18 April 2018 23.00 (UTC),racing,,2018-04-18 23:00:00
4604,3,4,Dare To Lead,48.60096,-129.7597,324.33,324.33,88,19 April 2018 00.00 (UTC),racing,,2018-04-19 00:00:00
14937,3,4,Dare To Lead,48.599270000000004,-129.59118,317.68,317.68,87,19 April 2018 01.00 (UTC),racing,,2018-04-19 01:00:00
8299,4,5,Dare To Lead,48.60767,-129.41648999999998,310.87,310.87,85,19 April 2018 02.00 (UTC),racing,,2018-04-19 02:00:00
3042,4,5,Dare To Lead,48.61833,-129.23907,304.0,304.0,83,19 April 2018 03.00 (UTC),racing,,2018-04-19 03:00:00
11627,5,6,Dare To Lead,48.62104,-129.07668999999999,297.67,297.67,81,19 April 2018 04.00 (UTC),racing,,2018-04-19 04:00:00
7441,5,6,Dare To Lead,48.60957,-128.9321,291.9,291.9,78,19 April 2018 05.00 (UTC),racing,,2018-04-19 05:00:00
382,5,6,Dare To Lead,48.59126,-128.79628,286.4,286.4,75,19 April 2018 06.00 (UTC),racing,,2018-04-19 06:00:00
11395,5,6,Dare To Lead,48.571459999999995,-128.63579,279.92,279.92,73,19 April 2018 07.00 (UTC),racing,,2018-04-19 07:00:00
13748,5,6,Dare To Lead,48.549240000000005,-128.45431000000002,272.59,272.59,73,19 April 2018 08.00 (UTC),racing,,2018-04-19 08:00:00
5773,5,6,Dare To Lead,48.53005,-128.29189,266.04,266.04,72,19 April 2018 09.00 (UTC),racing,,2018-04-19 09:00:00
6227,5,6,Dare To Lead,48.51345,-128.1216,259.21,259.21,72,19 April 2018 10.00 (UTC),racing,,2018-04-19 10:00:00
13262,5,6,Dare To Lead,48.47691,-127.95286000000002,252.21,252.21,72,19 April 2018 11.00 (UTC),racing,,2018-04-19 11:00:00
9720,5,6,Dare To Lead,48.44407,-127.76829,244.65,244.65,73,19 April 2018 12.00 (UTC),racing,,2018-04-19 12:00:00
1677,5,6,Dare To Lead,48.4175,-127.59546999999999,237.6,237.6,73,19 April 2018 13.00 (UTC),racing,,2018-04-19 13:00:00
14260,5,6,Dare To Lead,48.3967,-127.4372,231.19,231.19,72,19 April 2018 14.00 (UTC),racing,,2018-04-19 14:00:00
4854,6,7,Dare To Lead,48.40007,-127.27593999999999,224.88,224.88,72,19 April 2018 15.00 (UTC),racing,,2018-04-19 15:00:00
2758,5,6,Dare To Lead,48.39528,-127.09615,217.81,217.81,74,19 April 2018 16.00 (UTC),racing,,2018-04-19 16:00:00
